order_id,order_date,customer_id,employee_id,product_name,category,quantity,unit_price,discount_pct,payment_method,order_status,sales_channel,shipping_address,order_notes
O001530,2025-12-27 22:58:00,C00526,E0166,Printer,Mobile Devices,4,2999,0.2,GCash,Returned,STORE,759 Rizal St.,Urgent
O001531,2022-11-26 18:38:00,C00708,E0177,LAPTOP,,9,2999,0,Cash,Pending,online,353 BONIFACIO ST. ,
O001532,2022-01-01 04:53:00,C00613,E0012,Tablet,Electronics,9,7999,,,Delivered,STORE,880 Main St.,Urgent
O001533,2024-12-04 13:56:00,C00082,E0106,Router,Networking,9,1499,0.1,Bank Transfer,Delivered,online,"Unit 20, Building 27",Urgent
O001534,2025-11-11 12:39:00,C00558,E0187,Monitor, OFFICE FURNITURE ,5,9999,0.15,Bank Transfer,DELIVERED,Marketplace," Unit 2, Building 21",
O001535,2025-01-18 23:51:00,C00984,E0152,Router, electronics,9,19999,0.15,GCash,Delivered,,83 Mabini St.,Deliver after 5PM
O001536,2025-09-06 17:54:00,C00959,E0230,, Networking ,9,999,0,PayPal,Shipped,Store,221 Quezon St.,Deliver after 5PM
O001537,2025-09-15 18:00:00,C00823,E0232,Mouse,Computer Accessories,6,1999,0.05,PayPal,Pending,STORE,"UNIT 20, BUILDING 25 ",Gift order
O001538,2025-03-05 00:36:00,C00812,E0216,Projector,Office Furniture,10,14999,0.2,BANK TRANSFER ,Pending,Marketplace," Unit 11, Building 31",
O001539,2025-05-03 01:09:00,C00352,E0096,,Electronics,6,7999,0.2,Debit Card,Shipped,online,"Unit 2, Building 24",Gift order
O001540,2024-02-03 13:09:00,C00184,E0211,UPS,Mobile Devices,1,999,0.15,Debit Card, Pending ,online,720 Main St.,Urgent
O001541,2022-11-09 23:17:00,C00939,E0094,Desk,Mobile Devices,4,999,0.1,Bank Transfer,Cancelled,Store,"Unit 10, Building 33",Deliver after 5PM
O001542,2025-02-01 23:02:00,C00448,E0204,Office Chair,Networking,8,2999,0.05,Bank Transfer, shipped ,STORE,248 Mabini St.,Deliver after 5PM
O001543,2025-09-30 17:23:00,C00335,E0028,Monitor,Networking,6,999,0.03,Credit Card,RETURNED,online,308 Quezon St.,
O001544,2022-06-08 00:12:00,C00184,E0128,Headset,Networking,9,7999,,Bank Transfer,Cancelled,,392 Quezon St.,Call customer
O001545,2025-11-06 22:01:00,C00843,E0018,Desk,Networking,8,9999,0.03,GCash,Shipped,Marketplace,"Unit 5, Building 5",
O001546,2023-04-24 22:33:00,C00767,E0213,Router,Mobile Devices,9,19999,0.15,Cash,Shipped,online,828 Main St.,
O001547,2023-12-18 18:15:00,C00343,E0095,Router,Computer Accessories,8,499,0.2,Cash,Shipped,Marketplace,"Unit 20, Building 24",Urgent
O001548,2023-10-12 03:24:00,C00905,E0119, Router , ELECTRONICS,3,499,,Cash,Cancelled,,"Unit 12, Building 29",
O001549,2025-08-14 06:09:00,C00724,E0017,Webcam,Computer Accessories,4,14999,0.2,GCash,Shipped,Store,367 Bonifacio St.,Gift order
O001550,2025-05-14 16:52:00,C00523,E0070,External Drive,Computer Accessories,4,999,0.05, PayPal ,Shipped,STORE,538 Mabini St.,Gift order
O001551,2024-03-28 00:36:00,C00945,E0217,Desk,Office Furniture,9,1499,0.03,GCash,Cancelled,Store,275 mabini st.,
O001552,2022-03-29 18:11:00,C00529,E0024, SMARTPHONE,Office Furniture,10,1499,0.15,Credit Card,Cancelled,Store,"Unit 9, Building 3",
O001553,2024-03-05 21:21:00,C00511,E0122, OFFICE CHAIR ,,,499,0.1,Credit Card,Delivered,Marketplace,"Unit 14, Building 30",Call customer
O001554,2024-05-14 08:40:00,C00955,E0170,External Drive,Office Furniture,1,1499,0.15,PayPal,Delivered,,365 BONIFACIO ST.,Deliver after 5PM
O001555,2025-06-08 13:34:00,C00901,E0021,Keyboard,Office Furniture,5,1499,0.2,GCash,Processing,Store,706 Rizal St.,Urgent
O001556,2023-11-07 14:01:00,C00691,E0188,Router,Computer Accessories,8,499,0.2,Debit Card,Returned,Marketplace," UNIT 11, BUILDING 42",
O001557,2024-04-30 16:53:00,C00824,E0076,Office Chair,Networking,2,19999,0.1,GCash,Delivered,Marketplace,526 Rizal St.,Call customer
O001558,2025-02-10 21:22:00,C00485,E0090,Laptop,Networking,3,4999,, GCash ,Pending ,Store,"Unit 18, Building 2",Gift order
O001559,2025-07-29 09:36:00,C00636,E0001,Router,Electronics,7,19999,0.2,Bank Transfer,Shipped,, 729 Rizal St. ,
O001560,2022-06-08 03:56:00,C00551,E0224,Keyboard ,Computer Accessories,8,499,0,Cash,Processing,Marketplace,393 Main St.,Gift order
O001561,2022-05-26 14:07:00,C00829,E0120,Projector,Mobile Devices,2,1999,0.05,Cash,Delivered,Online,810 Quezon St.,Deliver after 5PM
O001562,2024-12-23 20:46:00,C00125,E0109,Laptop,office furniture ,8,4999,0.03,Bank Transfer, Processing,Online,956 Mabini St.,Gift order
O001563,2025-05-31 08:49:00,C00407,E0198,Smartphone,Office Furniture,7,1999,0.1,Cash,Returned,Online,18 Main St.,Gift order
O001564,2023-06-23 06:28:00,C00832,E0046,Mouse,Computer Accessories,,799,0.15,PayPal,Returned,Store,229 Quezon St.,Urgent
O001565,2023-03-05 23:15:00,C00415,E0095,Headset,Networking,1,799,0.1, bank transfer ,Shipped,Online,"Unit 6, Building 42",Urgent
O001566,2025-06-30 06:40:00,C00405,E0249,Tablet,Networking,9,19999,0.03,CREDIT CARD,Returned,,"Unit 16, Building 24",Gift order
O001567,2023-11-04 03:44:00,C00503,E0014,Smartphone,Office Furniture,9,1499,0.03,Bank Transfer,Returned,Online,684 Rizal St.,
O001568,2025-10-17 09:54:00,C00758,E0072,Office Chair,Electronics,5,999,0.1,Bank Transfer,Delivered,Online,"UNIT 12, BUILDING 13",
O001569,2023-01-12 15:36:00,C00664,E0124,Headset,Mobile Devices,1,9999,0.2,GCash,Delivered,Marketplace,,Call customer
O001570,2024-02-26 12:55:00,C00090,E0181,Laptop,Office Furniture,2,9999,,Debit Card,Cancelled,Online,600 Quezon St.,Urgent
O001571,2022-08-20 08:37:00,C00529,E0176, Desk,Mobile Devices,9,19999,0,Debit Card,Returned,STORE, 983 Quezon St.,Deliver after 5PM
O001572,2025-03-20 21:09:00,C00359,E0137,Laptop,Mobile Devices,9,1499,,Debit Card,Processing,Marketplace,"Unit 2, Building 33",Call customer
O001573,2025-02-15 17:15:00,C00866,E0241,External Drive,Mobile Devices,10,999,0.1,debit card,Processing,STORE," unit 3, building 25 ",
O001574,2023-04-08 09:02:00,C00466,E0194, printer ,,8,1499,0.05,,Pending,Online,234 Rizal St.,Call customer
O001575,2025-01-26 18:01:00,C00807,E0198,Smartphone,Electronics,2,799,,PayPal,Returned,STORE,"Unit 16, Building 10",
O001576,2024-07-07 22:26:00,C00437,E0144,Tablet,Office Furniture,7,799,0.05,PayPal,Processing,online,"Unit 20, Building 49",
O001577,2025-07-13 18:06:00,C00772,E0004,Projector,Computer Accessories,8,799,0.15,GCash,Returned,online,"Unit 16, Building 35",
O001578,2022-10-05 12:25:00,C00581,E0224,Keyboard,Networking,10,799,,,Cancelled,online,"Unit 12, Building 30",
O001579,2024-05-18 11:53:00,C00503,E0112,Headset,,8,19999,0.1,Bank Transfer,Returned,STORE,"Unit 8, Building 50",Urgent
O001580,2025-03-05 07:17:00,C00513,E0104,Projector,Electronics,2,19999,0.15,PayPal,Shipped,online,"Unit 5, Building 6",Urgent
O001581,2022-10-05 02:15:00,C00172,E0205,Smartphone,Electronics,6,9999,0.15,PayPal,Processing,Marketplace, 342 quezon st.,
O001582,2024-06-17 19:46:00,C00665,E0022,Office Chair,Computer Accessories,10,499,0.2,Debit Card,Cancelled,Marketplace,"Unit 1, Building 41",Gift order
O001583,2024-09-26 03:07:00,C00600,E0097,Mouse,Networking,3,1999,,PayPal,Cancelled,online,956 Rizal St.,Deliver after 5PM
O001584,2025-05-27 12:10:00,C00104,E0096,Projector,Networking,1,799,,Cash, CANCELLED ,Marketplace,733 Bonifacio St.,
O001585,2024-09-02 02:58:00,C00249,E0027,Webcam,NETWORKING ,9,19999,0, PAYPAL,Returned,Online,"Unit 12, Building 24",Urgent
O001586,2023-05-22 06:59:00,C00764,E0159,Monitor,Networking,10,799,0.05,Cash,Delivered,STORE,,Gift order
O001587,2023-08-27 08:13:00,C00424,E0094,Mouse,,,19999,0,Bank Transfer,Cancelled,,799 Quezon St.,Urgent
O001588,2023-06-27 02:19:00,C00282,E0198, tablet,,3,1999,0.1,Debit Card,Shipped,Online,"Unit 9, Building 3",Deliver after 5PM
O001589,2022-11-11 19:45:00,C00088,E0013,Laptop,MOBILE DEVICES,6,799,0.1,Debit Card,Processing,Marketplace,775 Quezon St.,Urgent
O001590,2025-08-18 00:23:00,C00753,E0242,Keyboard,Networking ,2,4999,0.2,GCash,Delivered,Online,"Unit 6, Building 46",
O001591,2022-08-10 04:32:00,C00545,E0029,Webcam, Mobile Devices ,1,499,, GCASH,,STORE,830 Main St.,Urgent
O001592,2023-05-01 07:45:00,C00928,E0096,Mouse,Computer Accessories,2,1499,0,GCash, Returned ,,"unit 1, building 37 ",Gift order
O001593,2025-02-01 05:34:00,C00293,E0099,Webcam , Networking ,9,999,0.05,Bank Transfer,Shipped,,984 Quezon St.,Urgent
O001594,2022-10-10 08:10:00,C00403,E0132, ROUTER ,Computer Accessories,4,7999,0.03,Bank Transfer,Cancelled,Marketplace,"Unit 9, Building 17",
O001595,2024-06-25 13:19:00,C00684,E0188,Laptop, Office Furniture ,,799,0.05,Credit Card,Shipped,Marketplace,"Unit 8, Building 18 ",
O001596,2025-01-31 20:44:00,C00735,E0140, External Drive ,Networking,8,2999,0.03,Debit Card, PENDING ,Store,"Unit 15, Building 8",Call customer
O001597,2025-01-27 15:10:00,C00177,E0237,Webcam,,5,14999,0.05,Bank Transfer,returned,Online, 742 Quezon St.,Call customer
O001598,2022-12-29 20:07:00,C00503,E0145,Monitor,Computer Accessories,5,999,0.05,GCash,Processing,Online,16 Rizal St.,Gift order
O001599,2025-03-17 18:53:00,C00684,E0065,UPS,Networking,4,2999,0.2, Credit Card ,Pending,online,"Unit 1, Building 15",
O001600,2024-10-01 03:50:00,C00519,E0131,UPS,Mobile Devices,7,9999,0,GCash,Pending,Online,"Unit 5, Building 42",
O001601,2022-02-14 18:37:00,C00453,E0029,Office Chair,Electronics,5,14999,,Debit Card,Cancelled,Store,483 Rizal St.,Urgent
O001602,2023-10-10 19:36:00,C00716,E0035,Tablet,Networking,5,9999,0.03,PayPal,DELIVERED,Store,"Unit 11, Building 44",
O001603,2025-04-05 09:28:00,C00086,E0190,Smartphone,Electronics,1,499,,Credit Card,Processing,STORE,153 Main St.,Call customer
O001604,2025-07-16 02:23:00,C00952,E0029,Smartphone,Computer Accessories,9,19999,,Cash,Pending,Store,"Unit 4, Building 45",Deliver after 5PM
O001605,2025-12-23 03:39:00,C00239,E0101,Smartphone,Office Furniture,6,19999,0.03,Debit Card,Processing,Marketplace,24 Main St.,
O001606,2022-01-10 13:15:00,C00356,E0198,Printer,Mobile Devices,3,1999,0.1,debit card,Returned,STORE,"Unit 11, Building 5",Call customer
O001607,2023-08-07 07:25:00,C00731,E0066,Webcam,,1,19999,0.15,Debit Card,Pending,STORE,"Unit 2, Building 1",Gift order
O001608,2025-06-09 17:05:00,C00088,E0102,Headset,Computer Accessories,4,1499,0.03,Bank Transfer,Returned,Online,458 Mabini St.,Gift order
O001609,2023-07-24 00:33:00,C00639,E0097,office chair,Electronics,7,7999,0.1,Debit Card,Delivered,Marketplace,363 MABINI ST. ,
O001610,2023-11-12 08:56:00,C00788,E0106,Webcam,,5,7999,0.03,PayPal,Returned,online,722 Rizal St.,
O001611,2025-07-10 06:01:00,C00177,E0084,Office Chair,Mobile Devices,2,7999,0.2,GCash,Processing,online,429 Main St.,Deliver after 5PM
O001612,2023-06-29 09:08:00,C00063,E0066,Projector,Computer Accessories,8,4999,0,Debit Card,Delivered,Online,"Unit 9, Building 20",Gift order
O001613,2025-03-09 21:51:00,C00019,E0249,projector ,Mobile Devices,10,4999,0.15,Debit Card,Returned,STORE,433 Rizal St.,Urgent
O001614,2025-02-03 19:29:00,C00761,E0103,Headset,Computer Accessories,10,19999,0.1,PayPal,Pending,Store,,Call customer
O001615,2025-02-15 02:06:00,C00447,E0058, office chair,Electronics,6,499,0.03,Credit Card,Delivered,Store,878 Bonifacio St.,
O001616,2022-06-23 14:40:00,C00131,E0203,DESK,Networking,7,2999,0.03,cash,Processing,Store,"Unit 2, Building 11",
O001617,2023-04-02 01:17:00,C00947,E0198,Router,Computer Accessories,,1999,0.15,Cash,Shipped,Store,"Unit 6, Building 48",
O001618,2022-08-07 16:16:00,C00154,E0211,Router,Mobile Devices,4,4999,0.05,Debit Card,Delivered,online,394 Rizal St.,Urgent
O001619,2022-11-26 03:27:00,C00891,E0022,Projector,Office Furniture,9,499,0.03,Debit Card,RETURNED ,Store,107 Bonifacio St.,
O001620,2022-06-09 15:36:00,C00645,E0094,UPS,Networking,10,1999,0.05,GCash, Delivered ,Online, 105 QUEZON ST.,
O001621,2023-07-04 03:40:00,C00968,E0045,Mouse,Electronics,7,2999,0.2,Credit Card,Processing ,online,395 Mabini St.,
O001622,2023-12-30 02:51:00,C00068,E0018,Office Chair ,Electronics,10,7999,0,GCash,Cancelled,Online,"Unit 14, Building 41",
O001623,2022-07-11 15:58:00,C00032,E0245,Smartphone, networking,2,499,0,Debit Card,Delivered,STORE,831 Quezon St.,Deliver after 5PM
O001624,2024-01-04 06:30:00,C00846,E0147,UPS , Computer Accessories,3,7999,0.03,Cash,Delivered,,"Unit 12, Building 30",Call customer
O001625,2023-10-01 06:36:00,C00781,E0019,Keyboard,Office Furniture,3,9999,0.03,Credit Card,Shipped,,994 Main St.,Call customer
O001626,2025-10-22 14:34:00,C00273,E0174,Printer,Office Furniture,9,999,0.2,PayPal,Cancelled,Marketplace,"Unit 20, Building 48",Call customer
O001627,2022-06-14 22:16:00,C00263,E0034,Desk,NETWORKING ,6,7999,0, GCash ,Delivered ,STORE,361 Mabini St.,
O001628,2025-03-15 03:53:00,C00654,E0221,Smartphone,Mobile Devices,3,499,0.1,Bank Transfer,Processing,STORE,"Unit 9, Building 26 ",Urgent
O001629,2025-02-27 03:52:00,C00578,E0211,Monitor,Computer Accessories,10,1499,0.2,PayPal,Delivered,STORE,311 Bonifacio St.,Gift order
O001630,2024-11-09 03:22:00,C00405,E0198,Smartphone,Electronics,5,4999,0.05,PayPal,Processing,,182 Mabini St.,Call customer
O001631,2023-07-06 11:26:00,C00666,E0009,Monitor,Networking,2,1999,0.03,Credit Card,Shipped,Marketplace,819 Main St.,Deliver after 5PM
O001632,2025-08-18 16:19:00,C00898,E0156,mouse ,Mobile Devices,4,799,0.05,PayPal,Processing,Store,"Unit 3, Building 32",Deliver after 5PM
O001633,2024-06-17 01:52:00,C00388,E0182,Desk,Electronics,9,1499,0.03,Cash,Cancelled,,"Unit 8, Building 21",Gift order
O001634,2023-01-15 11:42:00,C00223,E0094,Office Chair, Electronics ,,14999,0,Credit Card,Shipped,STORE,"Unit 2, Building 28",Gift order
O001635,2023-09-04 09:01:00,C00745,E0067,UPS,Networking ,5,9999,0.15,Debit Card,processing,STORE,860 Mabini St.,Call customer
O001636,2022-01-29 11:33:00,C00515,E0073,External Drive,Computer Accessories,7,499,0.15,GCash,Cancelled,,417 QUEZON ST.,
O001637,2023-01-04 16:22:00,C00436,E0027,Printer,Electronics,4,499,0.2,Credit Card,Pending,Store,509 Mabini St.,
O001638,2025-07-29 11:03:00,C00233,E0155,UPS,Mobile Devices,5,499,0.15, CASH ,Shipped,Online,"Unit 9, Building 11",Gift order
O001639,2024-12-06 09:40:00,C00697,E0132,Projector,Mobile Devices,2,1999,0,GCash,Pending,online,625 Bonifacio St.,Urgent
O001640,2024-07-23 20:49:00,C00316,E0179,Headset,Computer Accessories,2,4999,0,GCash,Cancelled,,"Unit 10, Building 7",Deliver after 5PM
O001641,2023-01-16 16:19:00,C00444,E0087,Mouse,Office Furniture,7,7999,0,PayPal,Delivered,online,"Unit 4, Building 25",
O001642,2025-08-30 22:07:00,C00319,E0019,UPS,Networking,9,2999,0.03,Debit Card,Processing,," UNIT 7, BUILDING 12 ",Deliver after 5PM
O001643,2024-12-07 06:44:00,C00087,E0023,Router,Office Furniture,10,19999,0,PayPal,Shipped,STORE,447 Main St. ,
O001644,2022-12-20 08:20:00,C00522,E0248,Laptop,Electronics,3,1999,0,Bank Transfer,Shipped,,"Unit 10, Building 11",
O001645,2023-09-27 21:29:00,C00812,E0170,Printer,Networking,7,14999,,Credit Card,Pending,,179 Bonifacio St.,Urgent
O001646,2025-12-06 03:46:00,C00247,E0054,Projector,Office Furniture,8,499,0.2,GCash,Shipped,Online,563 Rizal St.,Deliver after 5PM
O001647,2023-10-22 12:44:00,C00002,E0239,UPS ,Computer Accessories,9,499,0.05,GCash,Returned,STORE,"Unit 4, Building 44",Gift order
O001648,2025-05-12 01:16:00,C00621,E0043,Desk,Electronics,6,799,0.2,,Cancelled,Store,,
O001649,2022-12-19 19:30:00,C00641,E0069,Desk,Office Furniture,7,19999,0.03, GCash ,Processing,Online,"Unit 1, Building 14",Urgent
O001650,2022-12-24 22:57:00,C00275,E0019,UPS,Networking,3,7999,0.03,GCash,Cancelled,,"Unit 18, Building 38",
O001651,2022-12-08 21:10:00,C00773,E0220,Desk ,Electronics,3,999,0.1,Cash,Delivered,Online,"Unit 15, Building 49",
O001652,2023-01-01 02:49:00,C00029,E0183,Laptop,Mobile Devices,6,1999,0.1,PayPal,Delivered,Marketplace,"Unit 11, Building 40",Urgent
O001653,2024-10-03 08:32:00,C00276,E0217, Mouse,Electronics,1,9999,,Cash,Cancelled,,"Unit 16, Building 16",Gift order
O001654,2024-09-16 11:32:00,C00752,E0234,Router,Computer Accessories,9,7999,0.2,Debit Card,Cancelled,STORE,"Unit 6, Building 16",
O001655,2023-10-31 13:38:00,C00475,E0241,Router,Electronics ,8,4999,0.03,GCash,Processing,Online,901 Bonifacio St.,Call customer
O001656,2024-05-23 03:55:00,C00710,E0213,LAPTOP ,Networking,8,999,0.2,Debit Card,Shipped ,Marketplace,888 Mabini St.,Gift order
O001657,2022-09-12 22:25:00,C00294,E0193,Tablet,Computer Accessories,9,,0.03,,Pending,Store,310 Main St.,
O001658,2023-10-03 21:01:00,C00522,E0242,Projector,Computer Accessories,10,19999,0.03,Debit Card,Processing,Store,112 Rizal St.,Call customer
O001659,2025-02-02 16:40:00,C00869,E0145,Headset,Computer Accessories,2,14999,0.15,Credit Card,Delivered,STORE,"Unit 17, Building 16",Deliver after 5PM
O001660,2022-07-12 20:02:00,C00425,E0234,Mouse,Computer Accessories,1,1999,0.15,Bank Transfer,Cancelled,STORE,"Unit 2, Building 30",Deliver after 5PM
O001661,2024-04-13 08:17:00,C00109,E0088,Printer,Networking,10,799,0,Credit Card,Delivered,,"Unit 2, Building 34 ",Urgent
O001662,2022-02-03 04:10:00,C00118,E0176,Office Chair,Computer Accessories,3,7999,0.03,PayPal, Returned ,Marketplace,"Unit 3, Building 47",Urgent
O001663,2025-01-15 05:26:00,C00113,E0168,Tablet,Office Furniture,6,14999,0.1,Debit Card,Returned,online,294 Main St.,
O001664,2024-12-29 13:50:00,C00411,E0202,Keyboard,MOBILE DEVICES ,9,7999,,Cash,,STORE, 932 main st. ,
O001665,2024-11-27 05:46:00,C00696,E0191,Laptop, Computer Accessories,8,19999,0.1,GCash,Cancelled,Store,"Unit 10, Building 24",Call customer
O001666,2023-08-04 09:58:00,C00179,E0075,Printer,Networking,8,9999,,Cash,Pending,online," Unit 15, Building 37",
O001667,2023-03-24 15:27:00,C00135,E0082,Router,Computer Accessories,3,1499,0.15,GCash,Delivered,STORE,72 Rizal St.,Urgent
O001668,2024-04-11 06:20:00,C00984,E0232,Desk,Electronics,2,2999,0.03,Credit Card,Processing,STORE,"Unit 10, Building 15",Deliver after 5PM
O001669,2023-01-12 16:16:00,C00272,E0063,keyboard, Electronics,3,2999,0,PayPal,Returned,Store,27 Rizal St.,Call customer
O001670,2022-04-13 19:39:00,C00548,E0243,External Drive,Electronics,6,799,0.2, paypal,Pending,Marketplace,"Unit 5, Building 1",
O001671,2024-05-23 11:15:00,C00959,E0104,Webcam,Office Furniture,6,799,0.05,GCash,Returned,Online,"Unit 12, Building 12",Deliver after 5PM
O001672,2025-06-18 15:10:00,C00345,E0158,Mouse,Electronics,8,19999,0.03,Credit Card,Processing,Marketplace,694 Bonifacio St.,
O001673,2024-07-16 18:20:00,C00153,E0061,Tablet,Networking,6,1999,0.1,,Delivered,Online,"Unit 18, Building 1",Gift order
O001674,2024-09-15 19:59:00,C00214,E0120,Router,Networking,10,14999,0.1,,delivered ,Online,"Unit 20, Building 6",
O001675,2025-09-24 10:47:00,C00184,E0207,Keyboard,Office Furniture,9,1999,0.15,Cash,Processing,Store,"Unit 3, Building 6",Deliver after 5PM
O001676,2025-07-23 12:12:00,C00402,E0247,Laptop,Office Furniture,4,9999,0.05,PayPal,Delivered,Store,83 Quezon St.,
O001677,2025-01-13 21:52:00,C00458,E0175,Tablet,Electronics,7,1499,0.05,Bank Transfer,Cancelled,STORE,"Unit 12, Building 22",Gift order
O001678,2025-04-24 19:42:00,C00045,E0160,Desk,Electronics,9,799,0.2,GCash,Shipped,,"Unit 6, Building 6",Deliver after 5PM
O001679,2023-10-24 09:20:00,C00789,E0164,External Drive,Office Furniture,8,19999,0.15,GCash,Shipped,Marketplace,883 Quezon St.,Gift order
O001680,2025-12-16 11:19:00,C00936,E0022,UPS, Networking,6,4999,0,GCash, CANCELLED,Store,"Unit 18, Building 21",
O001681,2024-05-15 23:48:00,C00317,E0145,External Drive,Computer Accessories,7,499,0.2,Debit Card,Cancelled,STORE,207 Rizal St.,Urgent
O001682,2025-08-25 04:22:00,C00821,E0240, Smartphone,Networking,9,2999,0.15,Debit Card,Delivered,,,Deliver after 5PM
O001683,2022-06-18 00:02:00,C00575,E0004,Webcam,Networking,3,4999,0.1,Debit Card,Returned,Online,"Unit 16, Building 45",Call customer
O001684,2022-01-08 04:55:00,C00137,E0209,UPS,Office Furniture,5,999,0.03,Debit Card,Shipped,Store,"Unit 19, Building 30",
O001685,2024-02-09 05:18:00,C00050,E0196,External Drive, Electronics,4,1499,0.2,Debit Card,Pending,Marketplace,573 Quezon St.,Call customer
O001686,2022-01-20 14:35:00,C00327,E0219,Smartphone,Mobile Devices,2,999,, CREDIT CARD ,Returned,Marketplace,"Unit 4, Building 25",
O001687,2024-04-16 22:24:00,C00465,E0173,Projector,Computer Accessories,9,999,0.2, bank transfer,Delivered,Marketplace,376 mabini st.,Call customer
O001688,2025-10-17 18:45:00,C00375,E0061, laptop,networking ,3,2999,0.15,Debit Card,Returned,Online,,
O001689,2025-08-03 06:32:00,C00651,E0110,Laptop, computer accessories,1,19999,0.2,Cash,Cancelled,online,363 Rizal St.,Deliver after 5PM
O001690,2024-06-02 10:19:00,C00146,E0047,Keyboard,Office Furniture,6,4999,,Debit Card,DELIVERED ,STORE,"Unit 20, Building 14",
O001691,2024-08-11 00:53:00,C00777,E0135,External Drive,Computer Accessories,9,19999,0.05,PayPal,Returned,Marketplace, 85 QUEZON ST. ,Urgent
O001692,2025-11-29 00:43:00,C00352,E0055,Webcam ,Mobile Devices,3,7999,0.05,PayPal,Processing,Marketplace,60 Quezon St.,
O001693,2025-10-24 23:08:00,C00435,E0124,Office Chair,Electronics,1,799,0.05,Cash,Shipped,Online,555 Mabini St.,
O001694,2022-03-31 03:44:00,C00045,E0150,webcam , office furniture ,5,1999,,PayPal,Delivered,online,"Unit 17, Building 26",
O001695,2023-09-13 04:10:00,C00376,E0178,Desk,Office Furniture,8,7999,0.05,Credit Card,Delivered,Online," Unit 7, Building 10 ",Deliver after 5PM
O001696,2023-07-27 04:54:00,C00179,E0049,Webcam,Office Furniture,2,4999,0.05,BANK TRANSFER,Returned,Marketplace, 468 Quezon St. ,Urgent
O001697,2024-11-25 12:45:00,C00655,E0090,Mouse,Networking,3,1499,0.05,Debit Card,Delivered,Store,"Unit 11, Building 35",Gift order
O001698,2024-06-01 11:19:00,C00902,E0142,Tablet,Electronics,10,14999,0.2,PayPal,Cancelled,STORE,"Unit 9, Building 43",Urgent
O001699,2025-03-06 16:54:00,C00472,E0081,Laptop,electronics ,7,9999,0,cash,Pending,online,815 Bonifacio St.,Deliver after 5PM
O001700,2025-05-30 00:04:00,C00844,E0021, Router ,Electronics,9,7999,0,Bank Transfer ,delivered,online,640 Quezon St.,Urgent
O001701,2023-11-15 04:54:00,C00459,E0022,Tablet,Computer Accessories,3,799,0.2,Credit Card, pending ,Marketplace, 973 Quezon St.,Urgent
O001702,2023-09-05 16:39:00,C00994,E0225,Monitor,Electronics,6,4999,0.03,PayPal,Delivered,Online,"Unit 17, Building 45",
O001703,2024-07-20 00:41:00,C00021,E0175,Office Chair,Office Furniture,9,7999,0.05,CREDIT CARD ,Shipped,Online,982 Bonifacio St.,
O001704,2023-04-29 11:41:00,C00422,E0066,External Drive,Electronics,6,1999,,PayPal,Processing,Marketplace, 197 Quezon St. ,Urgent
O001705,2025-06-14 09:35:00,C00783,E0137,Projector,Office Furniture,8,999,0.1,GCash,Cancelled,Store,"Unit 15, Building 47",
O001706,2022-01-12 04:06:00,C00460,E0152,Mouse,Office Furniture,7,4999,0.03,Debit Card,Pending,STORE,"Unit 15, Building 32",
O001707,2022-01-16 17:12:00,C00106,E0005,Smartphone, Office Furniture,4,1999,0.1,Debit Card,Processing,online,"Unit 7, Building 45",Gift order
O001708,2022-09-15 09:33:00,C00963,E0231,Mouse,Computer Accessories,10,9999,0.2,Credit Card,Processing,online,268 Quezon St.,Call customer
O001709,2024-10-04 03:14:00,C00730,E0126,Router, Computer Accessories,1,2999,0.2,PayPal,Returned,Online,752 Mabini St.,Call customer
O001710,2022-09-30 01:12:00,C00864,E0054,Office Chair, Electronics,8,19999,,Credit Card,Delivered,STORE,"Unit 14, Building 22",Call customer
O001711,2025-06-16 02:38:00,C00727,E0165,UPS,Office Furniture,9,2999,0.03,Credit Card,Cancelled,online,"Unit 11, Building 38",Urgent
O001712,2025-01-14 06:05:00,C00410,E0059,Mouse,Computer Accessories,9,19999,0.1,Cash,Pending,,"Unit 17, Building 12",Gift order
O001713,2024-07-23 00:48:00,C00267,E0227,Laptop,Networking,10,799,0.2,Debit Card,Delivered,Store,"Unit 16, Building 44",
O001714,2024-07-27 11:51:00,C00424,E0043,Projector,Computer Accessories,2,1499,0.05,GCash, shipped,Store,"Unit 20, Building 20",Call customer
O001715,2025-03-08 13:28:00,C00700,E0056,Mouse,Office Furniture,7,799,0.15,Debit Card,Cancelled,STORE,750 Rizal St.,Urgent
O001716,2025-06-13 03:51:00,C00668,E0169,Keyboard,Mobile Devices,4,7999,0.2,Cash,Pending,,"Unit 14, Building 29",Call customer
O001717,2024-07-06 16:27:00,C00089,E0250,Monitor,Office Furniture,8,1499,0.15,Cash,Processing,STORE,"Unit 17, Building 46",
O001718,2022-08-22 10:14:00,C00360,E0193,PRINTER,Mobile Devices,9,19999,0,PayPal,Returned,Online,867 Main St.,Call customer
O001719,2022-09-26 04:57:00,C00171,E0135,Smartphone,Mobile Devices,1,1999,,Credit Card,Pending,Online,"Unit 12, Building 29",
O001720,2025-02-13 18:07:00,C00412,E0010,Projector,Computer Accessories,5,19999,0.05,Debit Card,Returned,,817 QUEZON ST. ,Gift order
O001721,2024-06-14 14:53:00,C00019,E0249,Mouse,Electronics,3,14999,0.15,Bank Transfer,Returned,Store,"Unit 19, Building 33",Deliver after 5PM
O001722,2024-09-20 12:39:00,C00711,E0239, PRINTER ,networking,9,4999,0.15,Cash,Processing,Store,343 Rizal St.,
